"NomBan","NomAlb","NomCan","Estrellas"
"Mushroomhead","Savior Sorrow","12 Hundred","0"
"Mushroomhead","Savior Sorrow","Save Us","0"
"Mushroomhead","Savior Sorrow","Simple Survival","1"
"Mushroomhead","Superbuick","Bwomp","2"
"Mushroomhead","The Righteous & the Butterfly","Out of my Mind","0"
"Mushroomhead","The Righteous & the Butterfly","Qwerty","3"
"Mushroomhead","The Righteous & the Butterfly","We Are the Truth","1"
"Mushroomhead","XIII","Kill Tomorrow","2"
"Mushroomhead","XIII","Nowhere to Go","0"
"Mushroomhead","XIII","Sun Doesn't Ride","3"
"My Dying Bride","For Lies I Sire","My Body, a Funeral","0"
"My Dying Bride","Like Gods of the Sun","A Kiss to Remember","1"
"My Dying Bride","Like Gods of the Sun","For My Fallen Angel","3"
"My Dying Bride","Like Gods of the Sun","For You","1"
"My Dying Bride","Songs of Darkness, Words of Light","Catherine Blake","1"
"My Dying Bride","Songs of Darkness, Words of Light","My Wine in Silence","2"
"My Dying Bride","Songs of Darkness, Words of Light","The Wreckage of My Flesh","0"
"My Dying Bride","The Angel and the Dark River","The Cry of Mankind","3"
"My Dying Bride","The Angel and the Dark River","Two Winters Only","0"
"My Dying Bride","The Dreadful Hours","The Dreadful Hours","2"
"My Dying Bride","The Light at the End of the World","She is the Dark","2"
"My Dying Bride","Turn Loose the Swans","Turn Loose the Swans","1"
"My Dying Bride","Turn Loose the Swans","Your River","3"
"Napalm Death","Apex Predator - Easy Meat","How the Years Condemn","2"
"Napalm Death","Enemy of the Music Business","Taste the Poison","2"
"Napalm Death","From Enslavement to Obliteration","Unchallenged Hate","2"
"Napalm Death","Harmony Corruption","Suffer the Children","2"
"Napalm Death","Nazi Punks Fuck Off","Nazi Punks Fuck Off","0"
"Napalm Death","Scum","Control","0"
"Napalm Death","Scum","Instinct of Survival","1"
"Napalm Death","Scum","Scum","3"
"Napalm Death","Scum","Siege of Power","2"
"Napalm Death","Scum","The Kill","0"
"Napalm Death","Scum","You Suffer","3"
"Napalm Death","Smear Campaign","When All is Said and Done","0"
"Napalm Death","Throes of Joy in the Jaws of Defeatism","Contagion","2"
"Napalm Death","Time Waits for No Slave","On the Brink to Extinction","2"
"Napalm Death","Utopia Banished","I Abstain","0"
"Neurosis","A Sun That Never Sets","Stones from the Sky","2"
"Neurosis","A Sun That Never Sets","The Tide","2"
"Neurosis","Enemy of the Sun","Lost","2"
"Neurosis","Given to the Rising","Given to the Rising","2"
"Neurosis","Honor Found in Decay","At the Well","0"
"Neurosis","Souls at Zero","Souls at Zero","2"
"Neurosis","The Eye of Every Storm","Burn","2"
"Neurosis","Through Silver in Blood","Aeon","0"
"Neurosis","Through Silver in Blood","Eye","0"
"Neurosis","Through Silver in Blood","Locust Star","3"
"Neurosis","Through Silver in Blood","Purify","0"
"Neurosis","Through Silver in Blood","Through Silver in Blood","2"
"Neurosis","Times of Grace","The Doorway","2"
"Neurosis","Times of Grace","Under the Surface","1"
"Nevermore","Dead Heart in a Dead World","Believe in Nothing","3"
"Nevermore","Dead Heart in a Dead World","Inside Four Walls","0"
"Nevermore","Dead Heart in a Dead World","Narcosynthesis","1"
"Nevermore","Dead Heart in a Dead World","The Heart Collector","3"
"Nevermore","Dead Heart in a Dead World","The River Dragon Has Come","3"
"Nevermore","Dreaming Neon Black","Dreaming Neon Black","0"
"Nevermore","Enemies of Reality","Enemies of Reality","0"
"Nevermore","Enemies of Reality","I, Voyager","0"
"Nevermore","The Obsidian Conspiracy","Emptiness Unobstructed","0"
"Nevermore","This Godless Endeavor","Born","2"
"Nevermore","This Godless Endeavor","Final Product","0"
"Nevermore","This Godless Endeavor","My Acid Words","0"
"Nevermore","This Godless Endeavor","Sentient 6","1"
"Nevermore","This Godless Endeavor","This Godless Endeavor","2"
"Nightwish","Century Child","Ever Dream","2"
"Nightwish","Century Child","The Phantom of the Opera","1"
"Nightwish","Dark Passion Play","Amaranth","3"
"Nightwish","Dark Passion Play","Bye Bye Beautiful","3"
"Nightwish","Dark Passion Play","The Islander","0"
"Nightwish","Dark Passion Play","While Your Lips Still Red","1"
"Nightwish","Endless Forms Most Beautiful","Élan","2"
"Nightwish","Imaginaerum","Last Ride of the Day","0"
"Nightwish","Imaginaerum","Storytime","2"
"Nightwish","Oceanborn","Sleeping Sun","3"
"Nightwish","Once","Dark Chest of Wonders","0"
"Nightwish","Once","Ghost Love Score","3"
"Nightwish","Once","Nemo","3"
"Nightwish","Once","Wish I Had an Angel","3"
"Nightwish","Over the Hills and Far Away EP","Over the Hills and Far Away","0"
"Nightwish","Wishmaster","The Kingslayer","0"
"Nightwish","Wishmaster","Wishmaster","2"
"Nile","Amongst the Catacombs of Nephren-Ka","Ramses Bringer of War","2"
"Nile","Annihilation of the Wicked","Annihilation of the Wicked","2"
"Nile","Annihilation of the Wicked","Cast Down the Heretic","1"
"Nile","Annihilation of the Wicked","Lashed to the Slave Stick","3"
"Nile","Annihilation of the Wicked","Sacrifice unto Sebek","3"
"Nile","Annihilation of the Wicked","User-Maat-Re","2"
"Nile","Black Seeds of Vengeance","Black Seeds of Vengeance","2"
"Nile","In Their Darkened Shrines","Execration Text","0"
"Nile","In Their Darkened Shrines","Sarcophagus","2"
"Nile","Those Whom the Gods Detest","Hittite Dung Incantation","0"
"Nile","Those Whom the Gods Detest","Kafir!","2"
"Nile","What Should Not Be Unearthed","Evil to Cast out Evil","2"
"Nile","What Should Not Be Unearthed","In the Name of Amun","0"
"Nuclear Assault","Game Over","Betrayal","1"
"Nuclear Assault","Game Over","Hang the Pope","3"
"Nuclear Assault","Game Over","My America","0"
"Nuclear Assault","Game Over","Radiation Sickness","1"
"Nuclear Assault","Game Over","Sin","2"
"Nuclear Assault","Handle with Care","Critical Mass","3"
"Nuclear Assault","Handle with Care","New Song","2"
"Nuclear Assault","Handle with Care","Trail of Tears","0"
"Nuclear Assault","Survive","Brainwashed","2"
"Nuclear Assault","Survive","F#","0"
"Nuclear Assault","Survive","Rise from the Ashes","1"
"Nuclear Assault","The Plague","Game Over","0"
"Obituary","Cause of Death","Cause of Death","1"
"Obituary","Cause of Death","Chopped in Half","3"
"Obituary","Cause of Death","Dying","0"
"Obituary","Cause of Death","Find the Arise","0"
"Obituary","Cause of Death","Infected","0"
"Obituary","Cause of Death","Turned Inside Out","1"
"Obituary","Frozen in Time","Insane","0"
"Obituary","Frozen in Time","Redneck Stomp","2"
"Obituary","Inked in Blood","Visions in My Head","1"
"Obituary","Slowly We Rot","‘Til Death","0"
"Obituary","Slowly We Rot","Internal Bleeding","0"
"Obituary","Slowly We Rot","Slowly We Rot","3"
"Obituary","World Demise","Don't Care","1"
"Obituary","Xecutioner's Return","Evil Ways","0"
"Opeth","Blackwater Park","Blackwater Park","1"
"Opeth","Blackwater Park","Bleak","1"
"Opeth","Blackwater Park","Harvest","1"
"Opeth","Blackwater Park","The Drapery Falls","3"
"Opeth","Damnation","In My Time of Need","2"
"Opeth","Damnation","Windowpane","3"
"Opeth","Deliverance","Deliverance","1"
"Opeth","Ghost Reveries","Ghost of Perdition","2"
"Opeth","Ghost Reveries","The Grand Conjuration","0"
"Opeth","Morningrise","To Bid You Farewell","3"
"Opeth","My Arms, Your Hearse","Demon of the Wall","2"
"Opeth","Still Life","Face of Melinda","2"
"Opeth","Watershed","Burden","0"
"Overkill","Feel the Fire","Overkill","0"
"Overkill","Feel the Fire","Rotten to the Core","3"
"Overkill","Horrorscope","Coma","2"
"Overkill","Horrorscope","Horrorscope","0"
"Overkill","Ironbound","Bring me the Night","2"
"Overkill","Ironbound","Ironbound","1"
"Overkill","Taking Over","In Union We Stand","2"
"Overkill","Taking Over","Wrecking Crew","0"
"Overkill","The Electric Age","Electric Rattlesnake","2"
"Overkill","The Years of Decay","Elimination","3"
"Overkill","The Years of Decay","Playing with Spiders/Skullrusher","1"
"Overkill","The Years of Decay","Time to Kill","0"
"Overkill","Under the Influence","Hello from the Gutter","1"
"Ozzy Osbourne","Bark at the Moon","Bark at the Moon","2"
"Ozzy Osbourne","Black Rain","I Don't Wanna Stop","0"
"Ozzy Osbourne","Blizzard of Ozz","Crazy Train","3"
"Ozzy Osbourne","Blizzard of Ozz","Goodbye to Romance","0"
"Ozzy Osbourne","Blizzard of Ozz","I Don't Know","0"
"Ozzy Osbourne","Blizzard of Ozz","Mr. Crowley","3"
"Ozzy Osbourne","Blizzard of Ozz","Suicide Solution","0"
"Ozzy Osbourne","Diary of a Madman","Flying High Again","2"
"Ozzy Osbourne","Diary of a Madman","Over the Mountain","0"
"Ozzy Osbourne","Down to Earth","Dreamer","1"
"Ozzy Osbourne","No More Tears","Mama, I'm Coming Home","2"
"Ozzy Osbourne","No More Tears","No More Tears","2"
"Ozzy Osbourne","Ozzmosis","I Just Want You","0"
"Ozzy Osbourne","The Ultimate Sin","Shot in the Dark","2"
"P.O.D.","Greatest Hits: The Atlantic Years","Going in Blind","1"
"P.O.D.","Murdered Love","Lost in Forever","1"
"P.O.D.","Satellite","Alive","3"
"P.O.D.","Satellite","Boom","3"
"P.O.D.","Satellite","Satellite","2"
"P.O.D.","Satellite","Set It Off","0"
"P.O.D.","Satellite","Youth of the Nation","3"
"P.O.D.","Testify","Goodbye for Now","1"
"P.O.D.","The Fundamental Elements of Southtown","Rock the Party (Off the Hook)","0"
"P.O.D.","The Fundamental Elements of Southtown","Southtown","2"
"P.O.D.","The Matrix Reloaded: The Album","Sleeping Awake","1"
"Pain","Coming Home","A Wannabe","0"
"Pain","Coming Home","Call Me","2"
"Pain","Coming Home","Coming Home","1"
"Pain","Coming Home","Designed to Piss You Off","0"
"Pain","Cynic Paradise","Follow Me","3"
"Pain","Cynic Paradise","I'm Going in","1"
"Pain","Dancing with the Dead","Same Old Song","3"
"Pain","Nothing Remains the Same","Eleanor Rigby","0"
"Pain","Nothing Remains the Same","Just Have Me","1"
"Pain","Nothing Remains the Same","Shut Your Mouth","3"
"Pain","Psalms of Extinction","Zombie Slam","1"
"Pain","Rebirth","End of the Line","2"
"Pain","You Only Live Twice","Dirty Woman","1"
"Pain","You Only Live Twice","The Great Pretender","1"
"Pantera","Cowboys from Hell","Cemetery Gates","3"
"Pantera","Cowboys from Hell","Cowboys from Hell","3"
"Pantera","Cowboys from Hell","Domination","2"
"Pantera","Far Beyond Driven","5 Minutes Alone","3"
"Pantera","Far Beyond Driven","Becoming","0"
"Pantera","Far Beyond Driven","I'm Broken","2"
"Pantera","Reinventing the Steel","Revolution is My Name","2"
"Pantera","The Great Southern Trendkill","Floods","2"
"Pantera","Vulgar Display of Power","Fucking Hostile","1"
"Pantera","Vulgar Display of Power","Mouth for War","2"
"Pantera","Vulgar Display of Power","This Love","2"
"Pantera","Vulgar Display of Power","Walk","3"
"Papa Roach","F.E.A.R.","Face Everything and Rise","0"
"Papa Roach","F.E.A.R.","Falling Apart","0"
"Papa Roach","F.E.A.R.","Gravity","0"
"Papa Roach","Getting Away with Murder","Getting Away with Murder","2"
"Papa Roach","Getting Away with Murder","Scars","3"
"Papa Roach","Infest","Between Angels and Insects","3"
"Papa Roach","Infest","Blood Brothers","0"
"Papa Roach","Infest","Broken Home","2"
"Papa Roach","Infest","Last Resort","3"
"Papa Roach","Lovehatetragedy","She Loves Me Not","2"
"Papa Roach","Metamorphosis","Hollywood Whore","0"
"Papa Roach","Metamorphosis","Lifeline","0"
"Papa Roach","The Paramour Sessions","...To Be Loved","2"
"Papa Roach","The Paramour Sessions","Forever","1"
"Paradise Lost","Draconian Times"," Enchantment","1"
"Paradise Lost","Draconian Times"," Forever Failure","3"
"Paradise Lost","Draconian Times"," Halloweed Land","1"
"Paradise Lost","Draconian Times"," The Last Time","0"
"Paradise Lost","Faith Divides Us – Death Unites Us"," Faith Divide Us, Death Unite Us","0"
"Paradise Lost","Gothic","Gothic","2"
"Paradise Lost","Icon"," True Belief","1"
"Paradise Lost","Icon","Embers Fire","3"
"Paradise Lost","In Requiem"," The Enemy","2"
"Paradise Lost","One Second"," One Second","1"
"Paradise Lost","One Second"," Say Just Words","3"
"Paradise Lost","Shades of God","As I Die","1"
"Paradise Lost","Symbol of Life"," Erased","2"
"Paradise Lost","The Plague Within","No Hope in Sight","2"
"Parkway Drive","Atlas","Dark Days","2"
"Parkway Drive","Atlas","Wild Eyes","2"
"Parkway Drive","Deep Blue","Karma","1"
"Parkway Drive","Deep Blue","Sleepwalker","2"
"Parkway Drive","Horizons","Boneyards","1"
"Parkway Drive","Horizons","Carrion","3"
"Parkway Drive","Horizons","Idols and Anchors","2"
"Parkway Drive","Ire","Bottom Feeder","1"
"Parkway Drive","Ire","Crushed","2"
"Parkway Drive","Ire","Vice Grip","3"
"Parkway Drive","Killing with a Smile","Romance Is Dead","3"
"Parkway Drive","Reverence","Prey","0"
"Parkway Drive","Reverence","The Void","0"
"Parkway Drive","Reverence","Wishing Wells","0"
"Pentagram","Be Forewarned","Be Forewarned","1"
"Pentagram","Day of Reckoning","When the Screams Come","2"
"Pentagram","First Daze Here - The Vintage Collection","Walk in the Blue Light","0"
"Pentagram","Relentless","20 Buck Spin","2"
"Pentagram","Relentless","All Your Sins","2"
"Pentagram","Relentless","Death Row","2"
"Pentagram","Relentless","Relentless","2"
"Pentagram","Relentless","Sign of the Wolf","3"
"Pentagram","Relentless","Sinister","0"
"Pentagram","Relentless","The Ghoul","0"
"Pentagram","Review Your Choices","Forever my Queen","3"
"Periphery","Juggernaut: Alpha","Alpha","2"
"Periphery","Juggernaut: Omega","The Bad Thing","2"
"Periphery","Periphery","All New Materials","0"
"Periphery","Periphery","Buttersnips","0"
"Periphery","Periphery","Icarus Lives!","3"
"Periphery","Periphery","Jetpacks Was Yes!","0"
"Periphery","Periphery","Light","0"
"Periphery","Periphery","The Walk","0"
"Periphery","Periphery","Zyglrox","0"
"Periphery","Periphery II: This Time It's Personal","Make Total Destroy","2"
"Periphery","Periphery II: This Time It's Personal","Scarlet","3"
"Periphery","Periphery III: Select Difficulty","Lune","1"
"Periphery","Periphery III: Select Difficulty","Marigold","3"
"Periphery","Periphery IV: Hail Stan","Blood Eagle","2"
"Periphery","Periphery IV: Hail Stan","Garden in the Bones","0"
"Periphery","Periphery IV: Hail Stan","It's Only Smiles","0"
"Periphery","Periphery IV: Hail Stan","Reptile","0"
"Periphery","Periphery IV: Hail Stan","Satellites","0"
"Pig Destroyer","Book Burner","Burning Palm","0"
"Pig Destroyer","Book Burner","The Diplomat","2"
"Pig Destroyer","Phantom Limb","Deathtripper","2"
"Pig Destroyer","Phantom Limb","Jupiter's Eye","0"
"Pig Destroyer","Phantom Limb","Loathsome","3"
"Pig Destroyer","Phantom Limb","Rotten Yellow","3"
"Pig Destroyer","Prowler in the Yard","Cheerleader Corpses","2"
"Pig Destroyer","Prowler in the Yard","Junkyard God","1"
"Pig Destroyer","Prowler in the Yard","Piss Angel","1"
"Pig Destroyer","Prowler in the Yard","Starbelly","0"
"Pig Destroyer","Prowler in the Yard","Trojan Whore","0"
"Pig Destroyer","Terrifyer","Gravedancer","2"
"Pig Destroyer","Terrifyer","Pretty in Cast","0"
"Pig Destroyer","Terrifyer","Scarlet Hourglass","0"
"Pig Destroyer","Terrifyer","Thumbsucker","1"
"Poison","Flesh & Blood","Ride the Wind","2"
"Poison","Flesh & Blood","Something to Believe in","2"
"Poison","Flesh & Blood","Unskinny Bop","2"
"Poison","Look What the Cat Dragged in","I Won't Forget You","1"
"Poison","Look What the Cat Dragged in","Look What the Cat Dragged in","2"
"Poison","Look What the Cat Dragged in","Talk Dirty to Me","3"
"Poison","Open Up and Say... Ahh!","Every Rose Has Its Thorn","3"
"Poison","Open Up and Say... Ahh!","Fallen Angel","2"
"Poison","Open Up and Say... Ahh!","Nothin' but a Good Time","3"
"Poison","Open Up and Say... Ahh!","Your Mama Don't Dance","1"
"Poison","Poison'd","What I Like About You","0"
"Possessed","Beyond The Gates","The Heretic","0"
"Possessed","Revelations of Oblivion","Graven","1"
"Possessed","Revelations of Oblivion","No More Room in Hell","0"
"Possessed","Seven Churches","Burning in Hell","2"
"Possessed","Seven Churches","Death Metal","2"
"Possessed","Seven Churches","Evil Warriors","2"
"Possessed","Seven Churches","Fallen Angel","2"
"Possessed","Seven Churches","Holy Hell","2"
"Possessed","Seven Churches","Pentagram","3"
"Possessed","Seven Churches","Seven Churches","1"
"Possessed","Seven Churches","The Exorcist","3"
"Possessed","Seven Churches","Twisted Minds","1"
"Powerwolf","Bible of the Beast","Raise Your Fist, Evangelist","0"
"Powerwolf","Bible of the Beast","Resurrection by Erection","2"
"Powerwolf","Blessed & Possessed","Armata Strigoi","1"
"Powerwolf","Blessed & Possessed","Army of the Night","3"
"Powerwolf","Blessed & Possessed","Blessed & Possessed","0"
"Powerwolf","Blood of the Saints","All We Need Is Blood","0"
"Powerwolf","Blood of the Saints","Die, Die, Crucified","1"
"Powerwolf","Blood of the Saints","Night of the Werewolves","2"
"Powerwolf","Blood of the Saints","Sanctified with Dynamite","3"
"Powerwolf","Blood of the Saints","We Drink Your Blood","3"
"Powerwolf","Preachers of the Night","Amen & Attack","1"
"Powerwolf","Preachers of the Night","In the Name of God","1"
"Powerwolf","The Sacrament of Sin","Demons Are a Girl's Best Friend","1"
"Powerwolf","The Sacrament of Sin","Incense & Iron","0"
"Primal Fear","16.6 - Before the Devil Knows You're Dead","Riding the Eagle","1"
"Primal Fear","Apocalypse","The Ritual","0"
"Primal Fear","Delivering the Black","Alive & On Fire","1"
"Primal Fear","Delivering the Black","King for a Day","0"
"Primal Fear","Delivering the Black","When Death Comes Knocking","0"
"Primal Fear","Devil's Ground","Metal Is Forever","3"
"Primal Fear","Jaws of Death","Final Embrace","3"
"Primal Fear","New Religion","Fighting the Darkness","0"
"Primal Fear","New Religion","Sign of Fear","2"
"Primal Fear","Nuclear Fire","Angel in Black","2"
"Primal Fear","Nuclear Fire","Nuclear Fire","3"
"Primal Fear","Primal Fear","Chainbreaker","1"
"Primal Fear","Primal Fear","Running in the Dust","0"
"Primal Fear","Rulebreaker","Angels of Mercy","0"
"Primal Fear","Rulebreaker","The End is Near","2"
"Primal Fear","Seven Seals","Seven Seals","1"
"Primal Fear","Unbreakable","Bad Guys Wear Black","0"
"Primordial","Exile Amongst the Ruins","Stolen Years","1"
"Primordial","Exile Amongst the Ruins","To Hell or the Hangman","0"
"Primordial","Redemption at the Puritan's Hand","Bloodied Yet Unbowed","2"
"Primordial","Spirit the Earth Aflame","Gods to the Godless","2"
"Primordial","The Gathering Wilderness","The Coffin Ships","2"
"Primordial","To the Nameless Dead","As Rome Burns","2"
"Primordial","To the Nameless Dead","Empire Falls","3"
"Primordial","To the Nameless Dead","Failures Burden","0"
"Primordial","To the Nameless Dead","Gallows Hymn","2"
"Primordial","To the Nameless Dead","Heathen Tribes","2"
"Primordial","To the Nameless Dead","No Nation on This Earth","0"
